"inscription_desc_4904","RoF +50%. Accuracy and Stability +100%.","Szybkostrzelność +50%. Celność i stabilność +100%."
"inscription_desc_4905","Increase total DMG by 2% for each ammo in the magazine.","+2% całkowitych obrażeń dla każdej kuli w magazynku."
"inscription_desc_4907","Reloading halves the crit buff stacks.","Przeładowanie zmniejsza o połowę ładunki premii do trafień krytycznych."
"inscription_desc_4908","Every stack of the buff adds additional 1% Lucky Shot Chance and 5% Stability.","Każdy ładunek premii zwiększa Szansę na Szczęśliwy Strzał o 1% oraz stabilność o 5%."
"inscription_desc_4909","+55% chance to gain one more projectile.","+55% szansy na wystrzelenie dodatkowego pocisku"
"inscription_desc_4911","The initial split is now 5 bullets.","Na początku, pocisk dzieli się na 5, zamiast 3."
"inscription_desc_4912","Increase total DMG by 30% for every time the shot splits.","+30% całkowitych obrażeń za każym razem gdy pocisk się rozdzieli."
"inscription_desc_4914","There is a 33% chance to create a large explosion on crit hits (guaranteed to trigger after defeating an enemy with a crit hit), dealing DMG and Burning Effect to nearby enemies.","Przy trafieniach krytycznych, istnieje 33% szansy na dużą eksplozjię zadającą obrażenia i podpalającą wrogów. (Gwarantowane po zabiciu przeciwnika trafieniem krytycznym.)"
"inscription_desc_4916","Hitting an enemy up 10% weapon DMG for 2s (Up to +150%).","Trafienie wroga zwiększa obrażenia o +10% przez 2s (maks. +150%)."
"inscription_desc_4917","Projectiles +4, Effective Range +80%.","Pociski +4, skuteczny zasięg +80%."
"inscription_desc_4918","+200% Effective Range; +1 Piercing. +100% Shot Speed.","+200% zasięgu; +1 przebicia. +100% prędkości strzału."
"inscription_desc_4919","+20% Lucky Shot Chance. +1.0x CritX and +30% Lucky Shot Chance when fully charged.","+20% szansa na Szczęśliwy Strzał. KRYT +1.0x i +30% szansa na Szczęśliwy Strzał przy pełnym naładowaniu."
"inscription_desc_4920","When firing at enemy within 5m, Lucky Shot Chance +80%.","Podczas strzelania do wroga w odległości 5m, szansa na Szczęśliwy Strzał +80%."
"inscription_desc_4921","+50% total DMG on a direct hit.","+50% całkowitych obrażeń przy bezpośrednim trafieniu."
"inscription_desc_4922","Weapon DMG bonus for hitting the same target +100%.","+100% obrażeń za trafienie tego samego celu."
"inscription_desc_4923","Increase total DMG by 50% for every bounce the projectile made. (Max+100%).","Zwiększa całkowite obrażenia o 50% za każde odbicie się pocisku (maks. 100%)."
"inscription_desc_4924","For every enemy hit, increase total DMG Dealt by 25% (Up to +200%) to current attack.","Za każdego trafionego wroga +25% całkowitych obrażeń do bieżącego ataku. (max +200%)"
"inscription_desc_4925","+100% Total DMG to enemies pulled into the gravity orb's center","Wrogom przyciągniętym do centrum kuli grawitacyjnej zadawane obrażenia są zwiększone o 100%"
"inscription_desc_4926","+25% Lucky Shot Chance for each projectile detonated at the same time.","+25% szansy na Szczęśliwy Strzał dla każdego zdetonowanego pocisku w tym samym czasie."
"inscription_desc_4927","+3m AoE Range. Enemies inflicted get hit once again at 50% usual DMG.","+3m zasięgu. Objęci przeciwnicy otrzymują jeszcze jedno uderzenie za 50% obrażeń."
"inscription_desc_4928","Grants an additional beam that homes in on another enemy at 50% usual DMG.","Dodaje kolejny promień, który namierza się na kolejnego wroga z 50% obrażeń."
"inscription_desc_4929","Elemental effect chance +100%. Increase total weapon DMG by 50% against enemies affected by Burning effect.","Szansa na efekt żywiołu +100%. +50% łącznych obrażeń od broni w walce z podpalonym wrogiem."
"inscription_desc_4930","+100% Weapon DMG for each enemy the ammo pierces and an additional damage is applied to all enemies it has passed through.","+100% obrażeń broni za każdego wroga, przez którego pocisk przechodzi."
"inscription_desc_4931","After hitting an enemy with both bullets, next shot +1.5x CritX .","Po trafieniu wroga dwoma pociskami, następny strzał KRYT +1.5x."
"inscription_desc_4932","+30% weapon DMG and RoF, -50% Charge Time with scope on.","Obrażenia i szybkostrzelność +30%; czas ładowania z włączoną lunetą -50%."
"inscription_desc_4933","+30% Weapon DMG, +1.0x CritX, and shots do not consume ammo within 2s while using ADS.","+30% obrażeń broni, KRYT +1.0x, a strzały nie zużywają amunicji przez 2s podczas używania celownika."
"inscription_desc_4934","+75% Lucky Shot Chance for each 0.5s, up to 150%","Co 0.5s ładowania, Szansa na Szczęśliwy Strzał +75%, maksymalnie 150%"
"inscription_desc_4935","RoF +50%, Projectile speed +50%, Lucky Shot Chance +50%","Szybkostrzelność i prędkość pocisków +50%, szansa na Szczęśliwy Strzał +50%"
"inscription_desc_4936","+100% Lucky Shot Chance per ricochet.","+100% szansy na Szczęśliwy Strzał za rykoszet."
"inscription_desc_4937","Deals extra DMG when the projectile goes through the enemy. Weapon RoF -30%.","Gdy pocisk przeszywa wroga, wyrządza mu dodatkowe obrażenia. Szybkostrzelność broni -30%."
"talent_name_2025","Twin Gunner","Oburęczny Strzelec"
"talent_name_2026|talent_name_5401","Ember Eruption","Ostatni Strzał"
"talent_name_2028|state_name_32032|suit_item_15021_1|suit_item_15052_5|talent_name_5402|state_name_32047|seasonsuit_item_15021_1|seasonsuit_item_15052_5","Sustained Fire","Pod Ostrzałem"
"talent_name_2029|state_name_32033|throw_name_1415|suit_item_15051_3|talent_name_5403|seasonsuit_item_15051_3","Adrenal Rush","Adrenalina"
"talent_name_2030|state_name_32045|suit_item_15020_1|seasonsuit_item_15020_1","Survival Instinct","Instynkt Przetrwania"
"talent_name_2031|suit_item_15051_4|talent_name_5404|seasonsuit_item_15051_4","Close Call","Było Blisko"
"talent_name_2032|state_name_32035","Golden Comeback","Złoty Powrót"
"talent_name_2033|roomchallenge_name_3001_1021|roomchallenge_name_3001_1022|suit_item_15051_5|roomchallenge_name_3020_1021|roomchallenge_name_3020_1022|roomchallenge_name_3008_1021|roomchallenge_name_3008_1022|seasonsuit_item_15051_5","Battle-Tested","Sprawdzony w Boju"
"talent_name_2034|state_name_32052","Sharpshooter","Strzelec Wyborowy"
"talent_name_2035|state_name_32050","Lucky Ammo","Szczęśliwa Amunicja"
"talent_name_2036","Ammo Expert","Ekspert od Amunicji"
"talent_name_2037","Explosion Enhancement","Wzmocnienie Eksplozji"
"talent_name_2038|suit_item_15019_1|seasonsuit_item_15019_1","Grenade Master","Mistrz Granatów"
"talent_name_2039|suit_item_15052_4|seasonsuit_item_15052_4","Mad Bomber","Szalony Bombiarz"
"talent_name_2041|state_name_32041","Unleashed Potential","Wyzwolony Potencjał"
"talent_name_2042|state_name_32039|talent_name_5405|state_name_32048","Overloading","Przeciążenie"
"talent_name_2043|suit_item_15052_3|talent_name_2045|seasonsuit_item_15052_3","Precise Explosion","Precyzyjna Eksplozja"
"talent_name_2044","Double Explosions","Podwójne Eksplozje"
"talent_name_2102|suit_item_15023_2|seasonsuit_item_15023_2","Chained Duration","Trwałe Wzmocnienie"
"talent_name_2103","Blinding Sphere","Oślepiająca Kula"
"talent_name_2104","Power Source","Źródło Energii"
"talent_name_2105","Energy Bolt","Strzała Energetyczna"
"talent_name_2106|state_name_32113","Energy Blade","Miecz Energetyczny"
"talent_name_2109|state_name_32103|talent_name_5406","Wildfire","Dziki Ogień"
"talent_name_2111|suit_item_15022_1|talent_name_5407|seasonsuit_item_15022_1","Elemental Rage","Furia Żywiołów"
"talent_name_2113|suit_item_15054_4|seasonsuit_item_15054_4","Backpack Expansion","Powiększenie Plecaka"
"talent_name_2116|suit_item_15054_3|seasonsuit_item_15054_3","Hex Smoke","Diabelski Dym"
"talent_name_2119|state_name_32119|state_name_32120|suit_item_15024_1|seasonsuit_item_15024_1","Advanced Shield","Zaawansowana Tarcza"
"talent_name_2120|state_name_32117|state_name_32118|suit_item_15024_2|seasonsuit_item_15024_2","Elemental Shield","Tarcza Żywiołów"
"talent_name_2123","Energy Echo","Echo Energetyczne"
"talent_name_2124|suit_item_15023_1|seasonsuit_item_15023_1","Toxic Smoke","Toksyczny Dym"
"talent_name_2125|suit_item_15053_5|talent_name_5408|seasonsuit_item_15053_5","Pyrodominance","Pirodominacja"
"talent_name_2126|suit_item_15053_3|talent_name_5409|seasonsuit_item_15053_3","Electrodominance","Elektrodominacja"
"talent_name_2127|suit_item_15053_4|seasonsuit_item_15053_4","Acidominance","Kwasodominacja"
"talent_name_2129|suit_item_15054_5|seasonsuit_item_15054_5","Acidic Explosion","Kwasowa Eksplozja"
"talent_name_2202|suit_item_15025_1|seasonsuit_item_15025_1","Last Breath","Do Ostatniego Tchu"
"talent_name_2203|state_name_32201|state_name_32227|suit_item_15055_5|seasonsuit_item_15055_5","Steel Armor","Stalowy Pancerz"
"talent_name_2205|suit_item_15055_3|seasonsuit_item_15055_3","Regen Hit","Odzyskiwanie Zbroi"
"talent_name_2207","Absolute Advantage","Absolutna Przewaga"
"talent_name_2208|state_name_32204|suit_item_15027_1|seasonsuit_item_15027_1","Fierce Wings","Waleczne Skrzydła"
"talent_name_2210|state_name_32217|talent_name_2219","Easy Kill","Łatwe Zabijanie"
"talent_name_2212","Cleave Carnival","Karnawał Rzezi"
"talent_name_2214|suit_item_15056_4|talent_name_5410|seasonsuit_item_15056_4","Close Combat","W Zasięgu"
"talent_name_2216|state_name_32213|state_name_32214|clientstate_name_1003|talent_name_5411","Hail of Bullets","Grad Pocisków"
"talent_desc_2025_1","While Dual-Wielding, +100% Weapon DMG, but +100% ammo consumption.","Podczas używania dwóch broni, +100% OBR od broni, ale +100% zużycia amunicji."
"talent_desc_2025_2","While Dual-Wielding, +125% Weapon DMG, and there is a 50% chance to +100% ammo consumption.","Podczas używania dwóch broni, +125% OBR od broni i 50% szansy na podwójne zużycie amunicji +100%."
"talent_desc_2025_3","While Dual-Wielding, +150% Weapon DMG without additional ammo consumption.","Podczas używania dwóch broni, +150% OBR od broni bez dodatkowego zużycia energii."
"talent_desc_2026_1|talent_desc_5401_1","When the remaining ammo in the magazine is 30% or less (or equal to 1), +40% weapon DMG.","Gdy w magazynku pozostało nie więcej niż 30% amunicji (lub 1 szt.), OBR od broni +40%"
"talent_desc_2026_2|talent_desc_5401_2","When the remaining ammo in the magazine is 40% or less (or equal to 1), +80% weapon DMG.","Gdy w magazynku pozostało nie więcej niż 40% amunicji (lub 1 szt.), OBR od broni +80%"
"talent_desc_2026_3|talent_desc_5401_3","When the remaining ammo in the magazine is 50% or less (or equal to 1), +120% weapon DMG.","Gdy w magazynku pozostało nie więcej niż 50% amunicji (lub 1 szt.), OBR od broni +120%"
"talent_desc_2028_1|talent_desc_5402_1","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +50% for 6s","Po zabiciu wroga lub zniszczeniu przedmiotu, OBR od broni i OBR od wybuchu +50% przez 6 s"
"talent_desc_2028_2|talent_desc_5402_2","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +75% for 6s","Po zabiciu wroga lub zniszczeniu przedmiotu, OBR od broni i OBR od wybuchu +75% przez 6 s"
"talent_desc_2028_3|talent_desc_5402_3","After killing an enemy or destroying an item, Weapon DMG and Explosion DMG +100% for 20s","Po zabiciu wroga lub zniszczeniu przedmiotu, OBR od broni i OBR od wybuchu +100% przez 20 s"
"talent_desc_2029_1|talent_desc_5403_1|talent_briefdesc_5403_1","+10% DMG Resistance and recover 1% HP/s for 6s after killing an enemy or destroying an item.","+10% DMG Odporność i odzyskaj 1% HP/s przez 6s po zabiciu wroga lub zniszczeniu przedmiotu."
"talent_desc_2029_2|talent_desc_5403_2|talent_briefdesc_5403_2","+15% DMG Resistance and recover 1.5% HP/s for 6s after killing an enemy or destroying an item.","+15% Odporność na DMG i odzyskaj 1,5% HP/s przez 6s po zabiciu wroga lub zniszczeniu przedmiotu."
"talent_desc_2029_3|talent_desc_5403_3|talent_briefdesc_5403_3","+20% DMG Resistance and recover 2% HP/s for 20s after killing an enemy or destroying an item.","+20% Odporność na DMG i odzyskaj 2% HP/s przez 20 lat po zabiciu wroga lub zniszczeniu przedmiotu."
"talent_desc_2030_1","+20 Max HP. During dual-wielding, Max HP bonus is doubled","Maks. PŻ +20. Podczas używania dwóch broni premia maks. PŻ jest podwojona"
"talent_desc_2030_2","+40 Max HP. During dual-wielding, Max HP bonus is doubled","Maks. PŻ +40. Podczas używania dwóch broni premia maks. PŻ jest podwojona"
"talent_desc_2030_3","+60 Max HP. During dual-wielding, Max HP bonus is doubled, and there's a 50% chance of recovering HP equivalent to DMG taken when injured.","Maks. PŻ +60. Podczas używania dwóch broni premia maks. PŻ jest podwojona oraz istnieje 50% szansy na odzyskanie PŻ, które odpowiadają doznanym OBR."
"talent_desc_2031_1|talent_briefdesc_2031_1|talent_desc_5404_1|talent_briefdesc_5404_1","When max HP decreased by 25%, immune to normal damage for 2s.","Gdy maks. PŻ zmniejszają się o 25%, odporność na normalne uszkodzenia przez 2 s."
"talent_desc_2031_2|talent_briefdesc_2031_2|talent_desc_5404_2|talent_briefdesc_5404_2","When max HP decreased by 25%, immune to normal damage for 3s.","Gdy maks. PŻ zmniejszają się o 25%, odporność na normalne uszkodzenia przez 3 s."
"talent_desc_2031_3|talent_briefdesc_2031_3|talent_desc_5404_3|talent_briefdesc_5404_3","When max HP decreased by 10%, immune to normal damage for 4s.","Gdy maks. PŻ zmniejszają się o 10%, odporność na normalne uszkodzenia przez 4 s."
"talent_desc_2032_1","During the Dual-Wield, recover to 30% of Max HP when taking first 2 lethal damage, and immune to damage for 1s","Podczas używania dwóch broni przywraca do 30% Maks. PŻ, gdy otrzymujesz pierwsze 2 zabójcze obrażenia i daje niezniszczalność przez 1 s."
"talent_desc_2032_2","During the Dual-Wield, recover to 40% of Max HP when taking first 3 lethal damage, and immune to damage for 1s","Podczas używania dwóch broni przywraca do 40% Maks. PŻ, gdy otrzymujesz pierwsze 3 zabójcze obrażenia i daje niezniszczalność przez 1 s."
"talent_desc_2032_3","During the Dual-Wield, recover to 50% of Max HP when taking first 4 lethal damage, and immune to damage for 1s. When all charges are used, recover to 1 charge after 4s","Podczas używania dwóch broni przywraca do 50% Maks. PŻ, gdy otrzymujesz pierwsze 4 zabójcze obrażenia i daje niezniszczalność przez 1 s. Po zużyciu wszystkich ładunków przywraca do 1 ładunku po 4 s."
"talent_desc_2033_1","+50% duration to dual-wielding","+50% czasu trwania używania dwóch broni"
"talent_desc_2033_2","+75% duration to dual-wielding","+75% czasu trwania używania dwóch broni"
"talent_desc_2033_3","Doubled the duration of Dual-wielding. While dual-wielding, every 20 ammo consumed +2s to the duration.","Podwojony czas trwania używania dwóch broni. Podczas używania dwóch broni każde 20 szt. zużytej amunicji daje dodatkowe +2 s czasu trwania."
"talent_desc_2034_1","+30% RoF and Accuracy while dual-wielding. When dual-wield ends, -1s next dual-wield cooldown for every 1s of remaining duration.","+30% szybkostrzelności i celności podczas używania dwóch broni. Podczas używania dwóch broni, -1 s przy następnym czasie odnowienia podczas używania dwóch broni na każdą 1 s pozostałego czasu."
"talent_desc_2035_1","+20% to Lucky Shot Chance while dual-wielding","+20% szansy na szczęśliwy strzał podczas używania dwóch broni"
"talent_desc_2035_2","+30% to Lucky Shot Chance while dual-wielding","+30% szansy na szczęśliwy strzał podczas używania dwóch broni"
"talent_desc_2035_3","+40% Lucky Shot Chance while dual-wielding. When triggering a crit hit and a lucky shot simultaneously, gain an additional +20% Lucky Shot Chance for 1s.","+40% szansy na szczęśliwy strzał podczas używania dwóch broni. Podczas jednoczesnego wyzwolenia krytycznego trafienia i szansy na szczęśliwy strzał zapewnia dodatkowe +20% szansy na szczęśliwy strzał przez 1 s."
"talent_desc_2036_1","Recovers 5 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 20% chance not to consume ammo upon shooting.","Odzyskuje 5 sztuk rezerwowej amunicji na sekundę. Podczas używania dwóch broni, podwaja ilość odzyskiwanej amunicji i zapewnia 20% szansy na zachowanie amunicji używanej podczas strzelania."
"talent_desc_2036_2","Recovers 10 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 35% chance not to consume ammo upon shooting.","Odzyskuje 10 sztuk rezerwowej amunicji na sekundę. Podczas używania dwóch broni, podwaja ilość odzyskiwanej amunicji i zapewnia 35% szansy na zachowanie amunicji używanej podczas strzelania."
"talent_desc_2036_3","Recovers 15 reserve ammo per second. While dual-wielding, doubles the amount of ammo recovery, and grants you a 50% chance not to consume ammo upon shooting.","Odzyskuje 15 sztuk rezerwowej amunicji na sekundę. Podczas używania dwóch broni, podwaja ilość odzyskiwanej amunicji i zapewnia 50% szansy na zachowanie amunicji używanej podczas strzelania."
"talent_desc_2037_1","Explosion AoE for grenades and explosives weapon +2m, and explosion DMG +30%.","Efekt obszarowy wybuchu dla granatów i broni wybuchowej +2 m, OBR od wybuchu +30%."
"talent_desc_2037_2","Explosion AoE for grenades and explosives weapon +4m, and explosion DMG +45%.","Efekt obszarowy wybuchu dla granatów i broni wybuchowej +4 m, OBR od wybuchu +45%."
"talent_desc_2037_3","Explosion AoE for grenades and explosives weapon +6m, and explosion DMG +100%.","Efekt obszarowy wybuchu dla granatów i broni wybuchowej +6 m, OBR od wybuchu +100%."
"talent_desc_2038_1","Explosive Grenade Base DMG +100%; there is a 30% chance of not consuming a grenade","Podstawowe OBR od granatu wybuchowego +100%; istnieje 30% szans, że nie wykorzystasz granatu"
"talent_desc_2038_2","Explosive Grenade Base DMG +150%; there is a 45% chance of not consuming a grenade","Podstawowe OBR od granatu wybuchowego +150%; istnieje 45% szans, że nie wykorzystasz granatu"
"talent_desc_2038_3","Explosive Grenade Base DMG +200%; there is a 60% chance of not consuming a grenade, and gain one grenade every 10s","Podstawowe OBR od granatu wybuchowego +200%; istnieje 60% szans, że nie wykorzystasz granatu, i będziesz zyskiwać jeden granat co 10 s"
"talent_desc_2039_1","+20% explosion DMG; +5% DMG dealt for each enemy within the explosion range","+20% OBR od wybuchu; +5% OBR zadawanych każdemu wrogowi w strefie wybuchu"
"talent_desc_2039_2","+40% explosion DMG; +7% DMG dealt for each enemy within the explosion range","+40% OBR od wybuchu; +7% OBR zadawanych każdemu wrogowi w strefie wybuchu"
"talent_desc_2039_3","+60% explosion DMG; +9% DMG dealt and +9% chance to deal double DMG for each enemy within the explosion range","+60% OBR od wybuchu; +9% zadawanych OBR i +9% szansy na zadawanie podwójnych OBR względem każdego wroga w strefie wybuchu"
"talent_desc_2041_1","During Dual-Wielding, gain +3% Weapon DMG and +1% lucky shot chance every 0.5s with continuous firing (up to 20 stacks). \nLose 5 stacks every 0.5s when not firing.","Podczas używania dwóch broni zyskuje +3% OBR od broni, a szansa na szczęśliwy strzał +1% co 0,5 s podczas strzelania ogniem ciągłym (maks. 20 stosów).Tracisz 5 stosów co 0,5 sekundy, gdy nie strzelasz."
"talent_desc_2042_1|talent_desc_5405_1","-20% Reload Time, +30% Weapon DMG within 4s after reloading","-20% czasu przeładowania, +30% OBR od broni w ciągu 4 s od przeładowania"
"talent_desc_2042_2|talent_desc_5405_2","-35% Reload Time, +60% Weapon DMG within 5s after reloading","-35% czasu przeładowania, +60% OBR od broni w ciągu 5 s od przeładowania"
"talent_desc_2042_3|talent_desc_5405_3","-50% Reload Time, +100% Weapon DMG within 6s after reloading","-50% czasu przeładowania, +100% OBR od broni w ciągu 6 s od przeładowania"
"talent_desc_2043_1","Increase 30% Total DMG if grenades or explosive weapons deal DMG to only one enemy","Zwiększ łączne OBR o 30%, jeśli granaty lub bronie wybuchowe wyrządzają OBR tylko jednemu wrogowi"
"talent_desc_2043_2","Increase 45% Total DMG if grenades or explosive weapons deal DMG to only one enemy","Zwiększ łączne OBR o 45%, jeśli granaty lub bronie wybuchowe wyrządzają OBR tylko jednemu wrogowi"
